Recipe_ID,Dish_Name,Cuisine,Meal_Type,Diet_Type,Ingredients,Step_1,Step_2,Step_3,Step_4
376,Spaghetti Carbonara,Italian,Snack,Non-Vegetarian,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a pan and grill spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the pot, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
377,Pancakes,American,Lunch,Gluten-Free,"flour, egg, milk","Step 1: Prepare ingredients by cleaning and chopping: flour, egg.",Step 2: Heat oil in a oven and blanch flour for 5 minutes.,"Step 3: Add egg and milk to the wok, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
378,Rajma Chawal,Indian,Snack,Vegetarian,"kidney beans, rice, tomato, garam masala, bay leaf, coriander","Step 1: Prepare ingredients by cleaning and chopping: kidney beans, rice.",Step 2: Heat oil in a skillet and simmer kidney beans for 5 minutes.,"Step 3: Add rice and tomato to the wok, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
379,Tempura,Japanese,Snack,Vegan,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a wok and grill shrimp for 5 minutes.,"Step 3: Add flour and egg to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
380,Ramen,Japanese,Snack,Vegetarian,"noodles, egg, broth, scallions, miso, soy sauce","Step 1: Boil the noodles separately. In another pot, prepare the broth with soy sauce and miso.",Step 2: Add chopped scallions and let the broth simmer for 10 minutes.,"Step 3: Add cooked noodles to a bowl, pour the hot broth over them.",Step 4: Top with soft-boiled egg and serve steaming hot.
381,Ratatouille,French,Lunch,Vegan,"zucchini, tomato, eggplant, thyme, olive oil, bell pepper","Step 1: Prepare ingredients by cleaning and chopping: zucchini, tomato.",Step 2: Heat oil in a oven and steam zucchini for 5 minutes.,"Step 3: Add tomato and eggplant to the pan, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
382,Tempura,Japanese,Snack,Gluten-Free,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a pan and simmer shrimp for 5 minutes.,"Step 3: Add flour and egg to the oven, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
383,Green Curry,Thai,Breakfast,Non-Vegetarian,"coconut milk, green curry paste, chicken, basil, fish sauce, green chili","Step 1: Prepare ingredients by cleaning and chopping: coconut milk, green curry paste.",Step 2: Heat oil in a oven and fry coconut milk for 5 minutes.,"Step 3: Add green curry paste and chicken to the pan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
384,Chow Mein,Chinese,Lunch,Vegetarian,"noodles, vegetables, soy sauce","Step 1: Prepare ingredients by cleaning and chopping: noodles, vegetables.",Step 2: Heat oil in a steamer and grill noodles for 5 minutes.,"Step 3: Add vegetables and soy sauce to the wok, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
385,Chole Bhature,Indian,Breakfast,Non-Vegetarian,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a skillet and boil chickpeas for 5 minutes.,"Step 3: Add onion and flour to the pot, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
386,Pad Thai,Thai,Lunch,Gluten-Free,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a pot and fry noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the wok, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
387,Chili Con Carne,Mexican,Dinner,Vegan,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a steamer and roast beef for 5 minutes.,"Step 3: Add beans and tomato to the pot, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
388,Penne Arrabbiata,Italian,Breakfast,Gluten-Free,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a skillet and grill penne for 5 minutes.,"Step 3: Add tomato and garlic to the pan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
389,Sweet and Sour Pork,Chinese,Breakfast,Vegan,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a grill and fry pork for 5 minutes.,"Step 3: Add pineapple and pepper to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
390,BBQ Ribs,American,Snack,Non-Vegetarian,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a grill and steam pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the oven, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
391,Masala Dosa,Indian,Snack,Vegetarian,"potato, rice, onion, mustard seeds, green chili, ginger","Step 1: Prepare ingredients by cleaning and chopping: potato, rice.",Step 2: Heat oil in a grill and fry potato for 5 minutes.,"Step 3: Add rice and onion to the oven, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
392,Penne Arrabbiata,Italian,Breakfast,Gluten-Free,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a oven and fry penne for 5 minutes.,"Step 3: Add tomato and garlic to the skillet, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
393,Chili Con Carne,Mexican,Snack,Vegetarian,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a grill and steam beef for 5 minutes.,"Step 3: Add beans and tomato to the skillet, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
394,Tempura,Japanese,Dinner,Gluten-Free,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a oven and bake shrimp for 5 minutes.,"Step 3: Add flour and egg to the grill, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
395,Paneer Butter Masala,Indian,Breakfast,Gluten-Free,"paneer, tomato, butter, cumin, cream, ginger, garlic",Step 1: Sauté paneer cubes lightly and set aside.,"Step 2: In a pan, cook onion, tomato puree, and spices in butter.",Step 3: Add cream and simmer the gravy. Add paneer cubes.,Step 4: Cook for 5 minutes. Garnish with coriander leaves and serve with naan.
396,Green Curry,Thai,Lunch,Vegan,"coconut milk, green curry paste, chicken, basil, fish sauce, green chili","Step 1: Prepare ingredients by cleaning and chopping: coconut milk, green curry paste.",Step 2: Heat oil in a wok and steam coconut milk for 5 minutes.,"Step 3: Add green curry paste and chicken to the oven, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
397,Sushi Roll,Japanese,Breakfast,Vegetarian,"rice, nori, fish, nori, vinegar, cucumber","Step 1: Prepare ingredients by cleaning and chopping: rice, nori.",Step 2: Heat oil in a wok and sauté rice for 5 minutes.,"Step 3: Add nori and fish to the oven, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
398,Pancakes,American,Dinner,Vegan,"flour, egg, milk","Step 1: Prepare ingredients by cleaning and chopping: flour, egg.",Step 2: Heat oil in a grill and blanch flour for 5 minutes.,"Step 3: Add egg and milk to the saucepan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
399,Penne Arrabbiata,Italian,Snack,Gluten-Free,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a skillet and simmer penne for 5 minutes.,"Step 3: Add tomato and garlic to the wok, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
400,Massaman Curry,Thai,Lunch,Vegan,"beef, potato, coconut milk","Step 1: Prepare ingredients by cleaning and chopping: beef, potato.",Step 2: Heat oil in a oven and fry beef for 5 minutes.,"Step 3: Add potato and coconut milk to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
401,Kung Pao Chicken,Chinese,Snack,Vegan,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a pan and sauté chicken for 5 minutes.,"Step 3: Add peanuts and chili to the saucepan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
402,Tacos al Pastor,Mexican,Dinner,Gluten-Free,"pork, pineapple, tortilla, onion, cilantro, lime","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a oven and grill pork for 5 minutes.,"Step 3: Add pineapple and tortilla to the pan, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
403,BBQ Ribs,American,Snack,Vegan,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a pot and steam pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the saucepan, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
404,Tempura,Japanese,Dinner,Vegetarian,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a oven and sauté shrimp for 5 minutes.,"Step 3: Add flour and egg to the grill, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
405,Risotto Milanese,Italian,Breakfast,Gluten-Free,"rice, saffron, cheese","Step 1: Prepare ingredients by cleaning and chopping: rice, saffron.",Step 2: Heat oil in a saucepan and fry rice for 5 minutes.,"Step 3: Add saffron and cheese to the oven, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
406,Kung Pao Chicken,Chinese,Snack,Non-Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a oven and sauté chicken for 5 minutes.,"Step 3: Add peanuts and chili to the saucepan, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
407,Kung Pao Chicken,Chinese,Breakfast,Gluten-Free,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a steamer and boil chicken for 5 minutes.,"Step 3: Add peanuts and chili to the grill, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
408,Sweet and Sour Pork,Chinese,Dinner,Gluten-Free,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a pan and bake pork for 5 minutes.,"Step 3: Add pineapple and pepper to the steamer, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
409,Miso Soup,Japanese,Lunch,Non-Vegetarian,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a oven and bake miso for 5 minutes.,"Step 3: Add tofu and seaweed to the steamer, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
410,Burrito Bowl,Mexican,Breakfast,Gluten-Free,"rice, beans, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, beans.",Step 2: Heat oil in a oven and blanch rice for 5 minutes.,"Step 3: Add beans and chicken to the grill, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
411,Sweet and Sour Pork,Chinese,Snack,Vegan,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a skillet and bake pork for 5 minutes.,"Step 3: Add pineapple and pepper to the steamer, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
412,Buffalo Wings,American,Breakfast,Vegetarian,"chicken, hot sauce, butter","Step 1: Prepare ingredients by cleaning and chopping: chicken, hot sauce.",Step 2: Heat oil in a pot and simmer chicken for 5 minutes.,"Step 3: Add hot sauce and butter to the grill, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
413,Spaghetti Carbonara,Italian,Breakfast,Vegetarian,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a grill and grill spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the pan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
414,Paneer Butter Masala,Indian,Lunch,Gluten-Free,"paneer, tomato, butter, cumin, cream, ginger, garlic",Step 1: Sauté paneer cubes lightly and set aside.,"Step 2: In a pan, cook onion, tomato puree, and spices in butter.",Step 3: Add cream and simmer the gravy. Add paneer cubes.,Step 4: Cook for 5 minutes. Garnish with coriander leaves and serve with naan.
415,Cheeseburger,American,Dinner,Vegan,"beef, cheese, bun","Step 1: Prepare ingredients by cleaning and chopping: beef, cheese.",Step 2: Heat oil in a pot and blanch beef for 5 minutes.,"Step 3: Add cheese and bun to the steamer, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
416,Tempura,Japanese,Lunch,Non-Vegetarian,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a wok and blanch shrimp for 5 minutes.,"Step 3: Add flour and egg to the pan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
417,Risotto Milanese,Italian,Breakfast,Vegan,"rice, saffron, cheese","Step 1: Prepare ingredients by cleaning and chopping: rice, saffron.",Step 2: Heat oil in a wok and fry rice for 5 minutes.,"Step 3: Add saffron and cheese to the steamer, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
418,Pad Thai,Thai,Dinner,Vegan,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a oven and fry noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the steamer, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
419,Rajma Chawal,Indian,Breakfast,Non-Vegetarian,"kidney beans, rice, tomato, garam masala, bay leaf, coriander","Step 1: Prepare ingredients by cleaning and chopping: kidney beans, rice.",Step 2: Heat oil in a wok and blanch kidney beans for 5 minutes.,"Step 3: Add rice and tomato to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
420,Tom Yum Soup,Thai,Snack,Vegan,"shrimp, lemongrass, mushroom","Step 1: Prepare ingredients by cleaning and chopping: shrimp, lemongrass.",Step 2: Heat oil in a pot and simmer shrimp for 5 minutes.,"Step 3: Add lemongrass and mushroom to the oven, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
421,Spaghetti Carbonara,Italian,Lunch,Vegetarian,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a wok and blanch spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the pot, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
422,Sweet and Sour Pork,Chinese,Dinner,Gluten-Free,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a steamer and boil pork for 5 minutes.,"Step 3: Add pineapple and pepper to the grill, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
423,Sweet and Sour Pork,Chinese,Dinner,Vegetarian,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a steamer and sauté pork for 5 minutes.,"Step 3: Add pineapple and pepper to the oven, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
424,Spaghetti Carbonara,Italian,Breakfast,Vegan,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a pan and roast spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the skillet, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
425,Chow Mein,Chinese,Dinner,Vegetarian,"noodles, vegetables, soy sauce","Step 1: Prepare ingredients by cleaning and chopping: noodles, vegetables.",Step 2: Heat oil in a saucepan and bake noodles for 5 minutes.,"Step 3: Add vegetables and soy sauce to the pot, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
426,Chili Con Carne,Mexican,Dinner,Vegan,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a saucepan and blanch beef for 5 minutes.,"Step 3: Add beans and tomato to the oven, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
427,Chole Bhature,Indian,Lunch,Gluten-Free,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a pot and steam chickpeas for 5 minutes.,"Step 3: Add onion and flour to the saucepan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
428,Penne Arrabbiata,Italian,Breakfast,Vegan,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a wok and sauté penne for 5 minutes.,"Step 3: Add tomato and garlic to the saucepan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
429,Spring Rolls,Chinese,Dinner,Non-Vegetarian,"cabbage, carrot, wrap","Step 1: Prepare ingredients by cleaning and chopping: cabbage, carrot.",Step 2: Heat oil in a oven and fry cabbage for 5 minutes.,"Step 3: Add carrot and wrap to the grill, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
430,Teriyaki Chicken,Japanese,Breakfast,Vegan,"chicken, soy sauce, sugar","Step 1: Prepare ingredients by cleaning and chopping: chicken, soy sauce.",Step 2: Heat oil in a saucepan and simmer chicken for 5 minutes.,"Step 3: Add soy sauce and sugar to the wok, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
431,Quesadilla,Mexican,Lunch,Vegetarian,"cheese, tortilla, chicken","Step 1: Prepare ingredients by cleaning and chopping: cheese, tortilla.",Step 2: Heat oil in a skillet and roast cheese for 5 minutes.,"Step 3: Add tortilla and chicken to the pot, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
432,Lasagna,Italian,Breakfast,Vegetarian,"pasta, cheese, beef, oregano, tomato sauce, garlic","Step 1: Cook the lasagna sheets and prepare a meat sauce with tomatoes, garlic, and beef.","Step 2: In a baking dish, layer pasta, meat sauce, ricotta, and mozzarella cheese.","Step 3: Repeat the layers, finishing with cheese on top.",Step 4: Bake in a preheated oven at 375°F for 30-35 minutes. Let it rest before serving.
433,Guacamole Nachos,Mexican,Dinner,Vegetarian,"avocado, nachos, onion","Step 1: Prepare ingredients by cleaning and chopping: avocado, nachos.",Step 2: Heat oil in a skillet and sauté avocado for 5 minutes.,"Step 3: Add nachos and onion to the grill, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
434,Miso Soup,Japanese,Snack,Vegetarian,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a pot and fry miso for 5 minutes.,"Step 3: Add tofu and seaweed to the oven, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
435,Spring Rolls,Chinese,Breakfast,Vegan,"cabbage, carrot, wrap","Step 1: Prepare ingredients by cleaning and chopping: cabbage, carrot.",Step 2: Heat oil in a grill and simmer cabbage for 5 minutes.,"Step 3: Add carrot and wrap to the pot, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
436,Penne Arrabbiata,Italian,Breakfast,Non-Vegetarian,"penne, tomato, garlic","Step 1: Prepare ingredients by cleaning and chopping: penne, tomato.",Step 2: Heat oil in a oven and sauté penne for 5 minutes.,"Step 3: Add tomato and garlic to the saucepan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
437,Ramen,Japanese,Breakfast,Gluten-Free,"noodles, egg, broth, scallions, miso, soy sauce","Step 1: Boil the noodles separately. In another pot, prepare the broth with soy sauce and miso.",Step 2: Add chopped scallions and let the broth simmer for 10 minutes.,"Step 3: Add cooked noodles to a bowl, pour the hot broth over them.",Step 4: Top with soft-boiled egg and serve steaming hot.
438,Fried Rice,Chinese,Breakfast,Non-Vegetarian,"rice, egg, vegetables, soy sauce, spring onion, egg","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a oven and bake rice for 5 minutes.,"Step 3: Add egg and vegetables to the skillet, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
439,Thai Fried Rice,Thai,Dinner,Vegetarian,"rice, egg, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a saucepan and boil rice for 5 minutes.,"Step 3: Add egg and chicken to the wok, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
440,French Onion Soup,French,Breakfast,Vegetarian,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a oven and sauté onion for 5 minutes.,"Step 3: Add beef broth and cheese to the pan, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
441,Burrito Bowl,Mexican,Breakfast,Non-Vegetarian,"rice, beans, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, beans.",Step 2: Heat oil in a pan and boil rice for 5 minutes.,"Step 3: Add beans and chicken to the steamer, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
442,Quesadilla,Mexican,Snack,Gluten-Free,"cheese, tortilla, chicken","Step 1: Prepare ingredients by cleaning and chopping: cheese, tortilla.",Step 2: Heat oil in a steamer and grill cheese for 5 minutes.,"Step 3: Add tortilla and chicken to the pot, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
443,Chicken Biryani,Indian,Dinner,Vegetarian,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
444,Beef Bourguignon,French,Breakfast,Non-Vegetarian,"beef, red wine, carrot","Step 1: Prepare ingredients by cleaning and chopping: beef, red wine.",Step 2: Heat oil in a pot and blanch beef for 5 minutes.,"Step 3: Add red wine and carrot to the oven, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
445,Margherita Pizza,Italian,Breakfast,Vegan,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a wok and bake cheese for 5 minutes.,"Step 3: Add tomato and basil to the oven, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
446,Thai Fried Rice,Thai,Snack,Non-Vegetarian,"rice, egg, chicken","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a saucepan and fry rice for 5 minutes.,"Step 3: Add egg and chicken to the skillet, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
447,Green Curry,Thai,Breakfast,Gluten-Free,"coconut milk, green curry paste, chicken, basil, fish sauce, green chili","Step 1: Prepare ingredients by cleaning and chopping: coconut milk, green curry paste.",Step 2: Heat oil in a oven and steam coconut milk for 5 minutes.,"Step 3: Add green curry paste and chicken to the saucepan, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
448,Miso Soup,Japanese,Breakfast,Non-Vegetarian,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a steamer and roast miso for 5 minutes.,"Step 3: Add tofu and seaweed to the pan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
449,Guacamole Nachos,Mexican,Snack,Vegan,"avocado, nachos, onion","Step 1: Prepare ingredients by cleaning and chopping: avocado, nachos.",Step 2: Heat oil in a wok and fry avocado for 5 minutes.,"Step 3: Add nachos and onion to the steamer, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
450,Ramen,Japanese,Snack,Non-Vegetarian,"noodles, egg, broth, scallions, miso, soy sauce","Step 1: Boil the noodles separately. In another pot, prepare the broth with soy sauce and miso.",Step 2: Add chopped scallions and let the broth simmer for 10 minutes.,"Step 3: Add cooked noodles to a bowl, pour the hot broth over them.",Step 4: Top with soft-boiled egg and serve steaming hot.
451,Pad Thai,Thai,Lunch,Vegan,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a skillet and blanch noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the oven, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
452,Sweet and Sour Pork,Chinese,Lunch,Vegetarian,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a grill and simmer pork for 5 minutes.,"Step 3: Add pineapple and pepper to the wok, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
453,Tom Yum Soup,Thai,Dinner,Vegetarian,"shrimp, lemongrass, mushroom","Step 1: Prepare ingredients by cleaning and chopping: shrimp, lemongrass.",Step 2: Heat oil in a saucepan and bake shrimp for 5 minutes.,"Step 3: Add lemongrass and mushroom to the grill, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
454,Margherita Pizza,Italian,Breakfast,Vegan,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a oven and bake cheese for 5 minutes.,"Step 3: Add tomato and basil to the skillet, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
455,Chicken Biryani,Indian,Dinner,Gluten-Free,"chicken, rice, onion, garam masala, mint, yogurt","Step 1: Marinate chicken with yogurt, spices, and herbs. Let it rest for 30 minutes.","Step 2: In a pot, sauté onions and add marinated chicken. Cook till partially done.","Step 3: Add parboiled basmati rice over chicken, layer with mint and fried onions.",Step 4: Cover and dum cook for 20 minutes on low heat. Serve hot with raita.
